"","Geneid","SYMBOL","NCBI_GeneID","Ensembl_GeneID","gene_biotype","Chr","Start","End","Strand","Length"
"gene-PIK3R1","gene-PIK3R1","PIK3R1",427171,"ENSGALG00010011922","protein_coding","NC_052572.1","22140431","22200207","+",7583
"gene-LOC107051951","gene-LOC107051951","LOC107051951",107051951,"","protein_coding","NC_052572.1","22202920","22425307","-",26657
"gene-SLC30A5","gene-SLC30A5","SLC30A5",427173,"ENSGALG00010010751","protein_coding","NC_052572.1","22425459","22445960","+",2883
"gene-CENPH","gene-CENPH","CENPH",395316,"ENSGALG00010010809","protein_coding","NC_052572.1","22450686","22456853","+",1442
"gene-MRPS36","gene-MRPS36","MRPS36",771273,"ENSGALG00010010834","protein_coding","NC_052572.1","22457001","22464217","+",1606
"gene-CDK7","gene-CDK7","CDK7",771294,"ENSGALG00010010937","protein_coding","NC_052572.1","22467262","22490000","+",1356
"gene-SERINC5","gene-SERINC5","SERINC5",427175,"ENSGALG00010011515","protein_coding","NC_052572.1","22509094","22552571","+",7979
"gene-THBS4","gene-THBS4","THBS4",396306,"ENSGALG00010010122","protein_coding","NC_052572.1","22555228","22593798","-",5280
"gene-MTX3","gene-MTX3","MTX3",427176,"ENSGALG00010011559","protein_coding","NC_052572.1","22598223","22608901","+",3453
"gene-CMYA5","gene-CMYA5","CMYA5",427177,"","protein_coding","NC_052572.1","22666219","22713972","-",13707
"gene-PAPD4","gene-PAPD4","PAPD4",427178,"","protein_coding","NC_052572.1","22715875","22754325","-",2831
"gene-HOMER1","gene-HOMER1","HOMER1",427181,"ENSGALG00010012521","protein_coding","NC_052572.1","22780856","22874565","+",5183
"gene-JMY","gene-JMY","JMY",427182,"ENSGALG00010012535","protein_coding","NC_052572.1","22881024","22944145","-",8296
"gene-LOC101748033","gene-LOC101748033","LOC101748033",101748033,"","protein_coding","NC_052572.1","22943852","22953735","+",2176
"gene-BHMT2","gene-BHMT2","BHMT2",416371,"","protein_coding","NC_052572.1","22975365","22991303","-",1473
"gene-DMGDH","gene-DMGDH","DMGDH",416370,"ENSGALG00010012599","protein_coding","NC_052572.1","22991602","23037337","+",3411
"gene-ARSB","gene-ARSB","ARSB",771459,"ENSGALG00010013306","protein_coding","NC_052572.1","23041820","23110543","+",4450
"gene-LHFPL2","gene-LHFPL2","LHFPL2",416369,"ENSGALG00010012614","protein_coding","NC_052572.1","23133207","23259069","+",6045
"gene-SCAMP1","gene-SCAMP1","SCAMP1",416368,"ENSGALG00010012667","protein_coding","NC_052572.1","23259962","23298884","-",15635
"gene-AP3B1","gene-AP3B1","AP3B1",427646,"ENSGALG00010012751","protein_coding","NC_052572.1","23329515","23491712","+",7021
"gene-TBCA","gene-TBCA","TBCA",416367,"ENSGALG00010012795","protein_coding","NC_052572.1","23626764","23659433","+",1344
"gene-WDR41","gene-WDR41","WDR41",416366,"ENSGALG00010010254","protein_coding","NC_052572.1","23724396","23747089","+",3597
"gene-PDE8B","gene-PDE8B","PDE8B",427645,"ENSGALG00010010275","protein_coding","NC_052572.1","23748732","23829713","-",4897
"gene-AGGF1","gene-AGGF1","AGGF1",416364,"ENSGALG00010010457","protein_coding","NC_052572.1","23851987","23873073","-",3347
"gene-F2RL1","gene-F2RL1","F2RL1",427213,"ENSGALG00010010599","protein_coding","NC_052572.1","23955076","23963894","-",3350
"gene-F2R","gene-F2R","F2R",427212,"ENSGALG00010022987","protein_coding","NC_052572.1","23986696","23996818","-",4291
"gene-IQGAP2","gene-IQGAP2","IQGAP2",427211,"ENSGALG00010010688","protein_coding","NC_052572.1","24003163","24119280","-",5829
"gene-F2RL2","gene-F2RL2","F2RL2",768449,"ENSGALG00010010783","protein_coding","NC_052572.1","24033259","24036408","+",1438
"gene-SV2C","gene-SV2C","SV2C",431597,"ENSGALG00010011403","protein_coding","NC_052572.1","24129563","24231099","-",9860
"gene-POC5","gene-POC5","POC5",427210,"","protein_coding","NC_052572.1","24362117","24385107","+",2639
"gene-ANKDD1B","gene-ANKDD1B","ANKDD1B",431596,"ENSGALG00010010962","protein_coding","NC_052572.1","24382640","24408432","-",8053
"gene-POLK","gene-POLK","POLK",374003,"ENSGALG00010010980","protein_coding","NC_052572.1","24409848","24446048","-",10332
"gene-COL4A3BP","gene-COL4A3BP","COL4A3BP",427209,"ENSGALG00010010985","protein_coding","NC_052572.1","24446201","24520678","+",6534
"gene-MED18","gene-MED18","MED18",100857707,"ENSGALG00010010990","protein_coding","NC_052572.1","24526672","24528290","-",1417
"gene-HMGCR","gene-HMGCR","HMGCR",395145,"ENSGALG00010011029","protein_coding","NC_052572.1","24562779","24580460","-",5027
"gene-ANKRD31","gene-ANKRD31","ANKRD31",427208,"","protein_coding","NC_052572.1","24580751","24642057","+",8233
"gene-GCNT4","gene-GCNT4","GCNT4",427207,"ENSGALG00010011128","protein_coding","NC_052572.1","24644428","24662678","+",8333
"gene-FAM169A","gene-FAM169A","FAM169A",431595,"ENSGALG00010010625","protein_coding","NC_052572.1","24720143","24755552","+",6061
"gene-NSA2","gene-NSA2","NSA2",427206,"ENSGALG00010010713","protein_coding","NC_052572.1","24757918","24761801","-",1037
"gene-GFM2","gene-GFM2","GFM2",427205,"ENSGALG00010010733","protein_coding","NC_052572.1","24761740","24780540","+",3779
"gene-HEXB","gene-HEXB","HEXB",427204,"ENSGALG00010010769","protein_coding","NC_052572.1","24780615","24796113","-",1827
"gene-ENC1","gene-ENC1","ENC1",427203,"ENSGALG00010010905","protein_coding","NC_052572.1","24824146","24837085","+",7586
"gene-ARHGEF28","gene-ARHGEF28","ARHGEF28",427201,"ENSGALG00010011724","protein_coding","NC_052572.1","25123396","25254463","-",8154
"gene-UTP15","gene-UTP15","UTP15",426152,"ENSGALG00010011747","protein_coding","NC_052572.1","25260543","25270175","-",2084
"gene-ANKRA2","gene-ANKRA2","ANKRA2",426153,"ENSGALG00010011774","protein_coding","NC_052572.1","25270273","25277304","+",2076
"gene-BTF3","gene-BTF3","BTF3",426154,"ENSGALG00010010447","protein_coding","NC_052572.1","25289130","25295701","-",909
"gene-FOXD1","gene-FOXD1","FOXD1",396109,"ENSGALG00010012013","protein_coding","NC_052572.1","25306971","25308998","+",2028
"gene-TMEM171","gene-TMEM171","TMEM171",427220,"ENSGALG00010012087","protein_coding","NC_052572.1","25460604","25471419","-",1763
"gene-FCHO2","gene-FCHO2","FCHO2",769464,"ENSGALG00010013297","protein_coding","NC_052572.1","25480150","25575239","-",6996
"gene-TNPO1","gene-TNPO1","TNPO1",427218,"ENSGALG00010010186","protein_coding","NC_052572.1","25584268","25665087","-",8524
"gene-ZNF366","gene-ZNF366","ZNF366",431599,"ENSGALG00010012008","protein_coding","NC_052572.1","25734756","25771507","+",7329
"gene-PTCD2","gene-PTCD2","PTCD2",427217,"ENSGALG00010011572","protein_coding","NC_052572.1","25803290","25819893","-",1805
"gene-MRPS27","gene-MRPS27","MRPS27",427216,"ENSGALG00010011649","protein_coding","NC_052572.1","25819839","25866334","+",1392
"gene-MAP1B","gene-MAP1B","MAP1B",396174,"ENSGALG00010011681","protein_coding","NC_052572.1","25873952","25945520","-",12022
"gene-PGM5","gene-PGM5","PGM5",427215,"ENSGALG00010011887","protein_coding","NC_052572.1","26071186","26138000","-",8902
"gene-CBWD1","gene-CBWD1","CBWD1",427347,"ENSGALG00010011287","protein_coding","NC_052572.1","26197679","26217176","-",2633
"gene-DOCK8","gene-DOCK8","DOCK8",427348,"ENSGALG00010011311","protein_coding","NC_052572.1","26224953","26308008","+",7643
"gene-KANK1","gene-KANK1","KANK1",395475,"ENSGALG00010011351","protein_coding","NC_052572.1","26318339","26435666","+",15486
"gene-DMRT1","gene-DMRT1","DMRT1",769693,"ENSGALG00010011437","protein_coding","NC_052572.1","26451248","26506925","+",1613
"gene-DMRT3","gene-DMRT3","DMRT3",431641,"","protein_coding","NC_052572.1","26510633","26518499","+",2245
"gene-LOC124417519","gene-LOC124417519","LOC124417519",124417519,"","protein_coding","NC_052572.1","26542919","26545322","-",1423
"gene-DMRT2","gene-DMRT2","DMRT2",100858556,"ENSGALG00010011482","protein_coding","NC_052572.1","26545491","26549900","+",3023
"gene-SMARCA2","gene-SMARCA2","SMARCA2",396040,"ENSGALG00010011808","protein_coding","NC_052572.1","26827886","26938544","+",19379
"gene-VLDLR","gene-VLDLR","VLDLR",396154,"ENSGALG00010011837","protein_coding","NC_052572.1","27059520","27074222","+",3314
"gene-PUM3","gene-PUM3","PUM3",427350,"ENSGALG00010011384","protein_coding","NC_052572.1","27131614","27156051","-",2151
"gene-RFX3","gene-RFX3","RFX3",427351,"ENSGALG00010011873","protein_coding","NC_052572.1","27168085","27299044","-",10689
"gene-SLC1A1","gene-SLC1A1","SLC1A1",427352,"ENSGALG00010011937","protein_coding","NC_052572.1","27568189","27627765","+",3495
"gene-CDC37L1","gene-CDC37L1","CDC37L1",426535,"ENSGALG00010011133","protein_coding","NC_052572.1","27860093","27869491","+",2074
"gene-AK3","gene-AK3","AK3",426534,"ENSGALG00010011143","protein_coding","NC_052572.1","27866909","27884680","-",2365
"gene-RCL1","gene-RCL1","RCL1",427222,"ENSGALG00010011222","protein_coding","NC_052572.1","27896746","27930646","+",1294
"gene-JAK2","gene-JAK2","JAK2",374199,"ENSGALG00010012833","protein_coding","NC_052572.1","27948291","28033831","+",8308
"gene-CD274","gene-CD274","CD274",427224,"ENSGALG00010012871","protein_coding","NC_052572.1","28084369","28097003","+",5135
"gene-PDCD1LG2","gene-PDCD1LG2","PDCD1LG2",427225,"ENSGALG00010013312","protein_coding","NC_052572.1","28100797","28114350","+",4219
"gene-LOC112530672","gene-LOC112530672","LOC112530672",112530672,"","protein_coding","NC_052572.1","28106899","28128069","-",1351
"gene-RIC1","gene-RIC1","RIC1",427226,"ENSGALG00010012889","protein_coding","NC_052572.1","28127617","28180132","+",6666
"gene-ERMP1","gene-ERMP1","ERMP1",426644,"ENSGALG00010012904","protein_coding","NC_052572.1","28185396","28203779","-",5149
"gene-LOC101750948","gene-LOC101750948","LOC101750948",101750948,"","protein_coding","NC_052572.1","28212502","28227043","+",7310
"gene-MLANA","gene-MLANA","MLANA",769648,"ENSGALG00010012923","protein_coding","NC_052572.1","28230080","28235275","+",589
"gene-KIAA2026","gene-KIAA2026","KIAA2026",427227,"ENSGALG00010012952","protein_coding","NC_052572.1","28239459","28302534","-",7153
"gene-LOC100858941","gene-LOC100858941","LOC100858941",100858941,"","protein_coding","NC_052572.1","28310818","28339858","+",3357
"gene-UHRF2","gene-UHRF2","UHRF2",431601,"ENSGALG00010012965","protein_coding","NC_052572.1","28361207","28443545","+",3920
"gene-GLDC","gene-GLDC","GLDC",374222,"ENSGALG00010012973","protein_coding","NC_052572.1","28445965","28483985","-",3540
"gene-LOC107052258","gene-LOC107052258","LOC107052258",107052258,"","protein_coding","NC_052572.1","28495841","28510330","-",12021
"gene-KDM4C","gene-KDM4C","KDM4C",427231,"ENSGALG00010011253","protein_coding","NC_052572.1","28506084","28815267","+",7479
"gene-PTPRD","gene-PTPRD","PTPRD",431602,"ENSGALG00010012063","protein_coding","NC_052572.1","29199328","29561546","-",11020
"gene-LURAP1L","gene-LURAP1L","LURAP1L",768654,"ENSGALG00010016139","protein_coding","NC_052572.1","31264559","31291503","+",1347
"gene-MPDZ","gene-MPDZ","MPDZ",427360,"ENSGALG00010016251","protein_coding","NC_052572.1","31398868","31499022","-",7589
"gene-NFIB","gene-NFIB","NFIB",396209,"ENSGALG00010016418","protein_coding","NC_052572.1","31809281","32079237","-",24483
"gene-ZDHHC21","gene-ZDHHC21","ZDHHC21",427356,"ENSGALG00010016445","protein_coding","NC_052572.1","32099404","32143465","-",8060
"gene-FREM1","gene-FREM1","FREM1",427355,"ENSGALG00010016463","protein_coding","NC_052572.1","32157804","32227113","-",10671
"gene-TTC39B","gene-TTC39B","TTC39B",427354,"ENSGALG00010016468","protein_coding","NC_052572.1","32270465","32347178","-",8327
"gene-PSIP1","gene-PSIP1","PSIP1",431605,"ENSGALG00010014035","protein_coding","NC_052572.1","32379495","32414902","-",3141
"gene-CCDC171","gene-CCDC171","CCDC171",427242,"ENSGALG00010014372","protein_coding","NC_052572.1","32421870","32675355","+",8209
"gene-LOC112532140","gene-LOC112532140","LOC112532140",112532140,"","protein_coding","NC_052572.1","32666446","32670197","+",3716
"gene-LOC101748308","gene-LOC101748308","LOC101748308",101748308,"","protein_coding","NC_052572.1","32671090","32682595","+",3283
"gene-BNC2","gene-BNC2","BNC2",431604,"ENSGALG00010016535","protein_coding","NC_052572.1","32765254","33137679","-",20833
"gene-CNTLN","gene-CNTLN","CNTLN",769413,"ENSGALG00010016566","protein_coding","NC_052572.1","33201015","33392113","+",4351
"gene-SH3GL2","gene-SH3GL2","SH3GL2",395203,"ENSGALG00010014197","protein_coding","NC_052572.1","33417954","33508779","+",2489
"gene-ADAMTSL1","gene-ADAMTSL1","ADAMTSL1",431603,"ENSGALG00010016043","protein_coding","NC_052572.1","33564202","34003417","+",10459
"gene-HAUS6","gene-HAUS6","HAUS6",427238,"ENSGALG00010016114","protein_coding","NC_052572.1","34037234","34056084","-",4799
"gene-PLIN2","gene-PLIN2","PLIN2",427237,"ENSGALG00010016168","protein_coding","NC_052572.1","34056394","34070493","-",4508
"gene-DENND4C","gene-DENND4C","DENND4C",427236,"ENSGALG00010016305","protein_coding","NC_052572.1","34103472","34186709","+",11543
"gene-RPS6","gene-RPS6","RPS6",396148,"ENSGALG00010016308","protein_coding","NC_052572.1","34189975","34194432","-",878
"gene-ACER2","gene-ACER2","ACER2",427235,"ENSGALG00010016314","protein_coding","NC_052572.1","34194591","34218190","+",9197
"gene-SLC24A2","gene-SLC24A2","SLC24A2",414891,"ENSGALG00010016336","protein_coding","NC_052572.1","34235415","34345782","-",9562
"gene-MLLT3","gene-MLLT3","MLLT3",427234,"ENSGALG00010013967","protein_coding","NC_052572.1","34481697","34595630","-",4863
"gene-FOCAD","gene-FOCAD","FOCAD",427233,"ENSGALG00010014153","protein_coding","NC_052572.1","34613899","34713684","+",6079
"gene-HACD4","gene-HACD4","HACD4",427232,"ENSGALG00010014190","protein_coding","NC_052572.1","34715472","34732301","-",3596
"gene-RFKL","gene-RFKL","RFKL",431449,"ENSGALG00010015674","protein_coding","NC_052572.1","35045840","35052171","-",3145
"gene-PIP5K1B","gene-PIP5K1B","PIP5K1B",427243,"ENSGALG00010015797","protein_coding","NC_052572.1","35086382","35181075","+",23666
"gene-FXN","gene-FXN","FXN",427244,"ENSGALG00010014758","protein_coding","NC_052572.1","35182700","35193262","+",1372
"gene-TJP2","gene-TJP2","TJP2",395751,"ENSGALG00010016887","protein_coding","NC_052572.1","35196103","35262881","+",22646
"gene-FAM189A2","gene-FAM189A2","FAM189A2",427245,"","protein_coding","NC_052572.1","35284975","35310245","+",2889
"gene-APBA1","gene-APBA1","APBA1",427246,"ENSGALG00010014837","protein_coding","NC_052572.1","35312121","35392972","-",6724
"gene-PTAR1","gene-PTAR1","PTAR1",431607,"ENSGALG00010014914","protein_coding","NC_052572.1","35404887","35440325","-",9995
"gene-MAMDC2","gene-MAMDC2","MAMDC2",427247,"ENSGALG00010014934","protein_coding","NC_052572.1","35494081","35559764","+",10898
"gene-SMC5","gene-SMC5","SMC5",431608,"ENSGALG00010014971","protein_coding","NC_052572.1","35566563","35621565","+",3666
"gene-KLF9","gene-KLF9","KLF9",770238,"ENSGALG00010014987","protein_coding","NC_052572.1","35630341","35646189","-",4378
"gene-TRPM3","gene-TRPM3","TRPM3",427249,"ENSGALG00010016618","protein_coding","NC_052572.1","35690321","36116689","-",8934
"gene-TMEM2","gene-TMEM2","TMEM2",427250,"","protein_coding","NC_052572.1","36150143","36194701","-",9940
"gene-ABHD17B","gene-ABHD17B","ABHD17B",427252,"ENSGALG00010014170","protein_coding","NC_052572.1","36214725","36231676","-",3638
"gene-C9orf85","gene-C9orf85","C9orf85",770483,"ENSGALG00010014220","protein_coding","NC_052572.1","36231906","36248552","+",5138
"gene-GDA","gene-GDA","GDA",427253,"ENSGALG00010015837","protein_coding","NC_052572.1","36290002","36322042","+",9313
"gene-ZFAND5","gene-ZFAND5","ZFAND5",427254,"ENSGALG00010015852","protein_coding","NC_052572.1","36348812","36363222","-",3069
"gene-TMC1","gene-TMC1","TMC1",427255,"ENSGALG00010015872","protein_coding","NC_052572.1","36363375","36486990","+",14424
"gene-ANXA1","gene-ANXA1","ANXA1",404271,"ENSGALG00010014114","protein_coding","NC_052572.1","36635449","36653095","+",1431
"gene-RORB","gene-RORB","RORB",395980,"ENSGALG00010015250","protein_coding","NC_052572.1","37158099","37295153","+",6018
"gene-LOC124417067","gene-LOC124417067","LOC124417067",124417067,"","protein_coding","NC_052572.1","37319803","37336255","-",6503
"gene-TRPM6","gene-TRPM6","TRPM6",100859603,"ENSGALG00010015320","protein_coding","NC_052572.1","37337334","37406520","-",10018
"gene-C9orf40","gene-C9orf40","C9orf40",768494,"","protein_coding","NC_052572.1","37421938","37427244","-",1654
"gene-CARNMT1","gene-CARNMT1","CARNMT1",427256,"ENSGALG00010015413","protein_coding","NC_052572.1","37427432","37449416","-",4139
"gene-NMRK1","gene-NMRK1","NMRK1",427257,"ENSGALG00010015466","protein_coding","NC_052572.1","37450069","37459211","-",2449
"gene-OSTF1","gene-OSTF1","OSTF1",427258,"ENSGALG00010015493","protein_coding","NC_052572.1","37458582","37480405","+",3080
"gene-PCSK5","gene-PCSK5","PCSK5",395456,"ENSGALG00010015038","protein_coding","NC_052572.1","37679894","37941954","+",9488
"gene-RFK","gene-RFK","RFK",427259,"ENSGALG00010015064","protein_coding","NC_052572.1","37947459","37953709","-",3360
"gene-GCNT1","gene-GCNT1","GCNT1",427260,"ENSGALG00010015132","protein_coding","NC_052572.1","37969360","37982398","+",8601
"gene-PRUNE2","gene-PRUNE2","PRUNE2",768768,"","protein_coding","NC_052572.1","38012452","38146369","-",12157
"gene-VPS13A","gene-VPS13A","VPS13A",427050,"ENSGALG00010015181","protein_coding","NC_052572.1","38221136","38324707","+",11186
"gene-GNA14","gene-GNA14","GNA14",431611,"ENSGALG00010015208","protein_coding","NC_052572.1","38324000","38388384","-",8081
"gene-GNAQ","gene-GNAQ","GNAQ",427262,"ENSGALG00010015212","protein_coding","NC_052572.1","38402502","38521003","-",8846
"gene-CEP78","gene-CEP78","CEP78",431612,"ENSGALG00010015894","protein_coding","NC_052572.1","38524755","38578113","+",3668
"gene-PSAT1","gene-PSAT1","PSAT1",427263,"ENSGALG00010015533","protein_coding","NC_052572.1","38582875","38598178","+",4431
"gene-TLE4","gene-TLE4","TLE4",374080,"ENSGALG00010015946","protein_coding","NC_052572.1","39092763","39191446","+",7016
"gene-TLE1","gene-TLE1","TLE1",427450,"ENSGALG00010015766","protein_coding","NC_052572.1","39801446","39873047","-",3901
"gene-RASEF","gene-RASEF","RASEF",427451,"ENSGALG00010015541","protein_coding","NC_052572.1","40321954","40362439","-",5712
"gene-FRMD3","gene-FRMD3","FRMD3",427452,"ENSGALG00010015589","protein_coding","NC_052572.1","40414963","40574704","-",9978
"gene-IDNK","gene-IDNK","IDNK",427453,"ENSGALG00010015621","protein_coding","NC_052572.1","40574771","40583716","+",2069
"gene-UBQLN1","gene-UBQLN1","UBQLN1",427454,"ENSGALG00010015628","protein_coding","NC_052572.1","40589102","40618347","-",7039
"gene-GKAP1","gene-GKAP1","GKAP1",427455,"ENSGALG00010014537","protein_coding","NC_052572.1","40620860","40643560","-",1922
"gene-KIF27","gene-KIF27","KIF27",427456,"ENSGALG00010014570","protein_coding","NC_052572.1","40646798","40674328","-",6248
"gene-C9orf64","gene-C9orf64","C9orf64",427457,"","protein_coding","NC_052572.1","40674441","40682900","-",2073
"gene-HNRNPK","gene-HNRNPK","HNRNPK",427458,"ENSGALG00010014677","protein_coding","NC_052572.1","40684072","40702528","-",2083
"gene-RMI1","gene-RMI1","RMI1",431669,"ENSGALG00010014737","protein_coding","NC_052572.1","40702620","40706476","+",2983
"gene-SLC28A3","gene-SLC28A3","SLC28A3",427459,"ENSGALG00010015823","protein_coding","NC_052572.1","40771463","40814854","-",3680
"gene-NTRK2","gene-NTRK2","NTRK2",396157,"ENSGALG00010010150","protein_coding","NC_052572.1","40896675","41106926","+",19257
"gene-AGTPBP1","gene-AGTPBP1","AGTPBP1",427460,"ENSGALG00010008636","protein_coding","NC_052572.1","41271730","41342666","-",9188
"gene-NAA35","gene-NAA35","NAA35",427461,"ENSGALG00010008699","protein_coding","NC_052572.1","41342047","41368646","+",2949
"gene-GOLM1","gene-GOLM1","GOLM1",427462,"ENSGALG00010008752","protein_coding","NC_052572.1","41371439","41404178","-",4493
"gene-LOC121108597","gene-LOC121108597","LOC121108597",121108597,"","protein_coding","NC_052572.1","41419195","41428194","-",5127
"gene-ISCA1","gene-ISCA1","ISCA1",427463,"ENSGALG00010008213","protein_coding","NC_052572.1","41427675","41434563","-",2700
"gene-ZCCHC6","gene-ZCCHC6","ZCCHC6",100857368,"ENSGALG00010008231","protein_coding","NC_052572.1","41437454","41470439","-",6588
"gene-GAS1","gene-GAS1","GAS1",770168,"ENSGALG00010010435","protein_coding","NC_052572.1","41670613","41673810","-",3198
"gene-DAPK1","gene-DAPK1","DAPK1",431670,"ENSGALG00010009744","protein_coding","NC_052572.1","41891494","41989841","+",6781
"gene-CTSV","gene-CTSV","CTSV",427466,"ENSGALG00010010311","protein_coding","NC_052572.1","42019762","42025190","+",1398
"gene-FBP1","gene-FBP1","FBP1",395218,"ENSGALG00010010327","protein_coding","NC_052572.1","42058846","42068472","-",1247
"gene-AOPEP","gene-AOPEP","AOPEP",427467,"","protein_coding","NC_052572.1","42087095","42262112","+",14567
"gene-FANCC","gene-FANCC","FANCC",427468,"ENSGALG00010010393","protein_coding","NC_052572.1","42271862","42359831","-",4087
"gene-PTCH1","gene-PTCH1","PTCH1",395806,"ENSGALG00010010406","protein_coding","NC_052572.1","42380208","42445953","-",11315
"gene-LOC112530576","gene-LOC112530576","LOC112530576",112530576,"","protein_coding","NC_052572.1","42444208","42449629","+",2429
"gene-ERCC6L2","gene-ERCC6L2","ERCC6L2",427469,"ENSGALG00010010064","protein_coding","NC_052572.1","42578556","42630585","+",9326
"gene-ZNF367","gene-ZNF367","ZNF367",100858851,"ENSGALG00010008862","protein_coding","NC_052572.1","42774788","42781742","-",4041
"gene-HABP4","gene-HABP4","HABP4",395444,"ENSGALG00010008879","protein_coding","NC_052572.1","42790681","42812496","+",1801
"gene-CDC14B","gene-CDC14B","CDC14B",427473,"ENSGALG00010010844","protein_coding","NC_052572.1","42822549","42872095","-",11706
"gene-AAED1","gene-AAED1","AAED1",427472,"ENSGALG00010008768","protein_coding","NC_052572.1","42874177","42878110","-",1173
"gene-CFC1","gene-CFC1","CFC1",395437,"ENSGALG00010008928","protein_coding","NC_052572.1","43023232","43036484","-",3378
"gene-LRRC2","gene-LRRC2","LRRC2",426202,"ENSGALG00010008960","protein_coding","NC_052572.1","43078582","43148670","+",2734
"gene-SPIN1","gene-SPIN1","SPIN1",395344,"ENSGALG00010009031","protein_coding","NC_052572.1","43790850","43866043","+",6417
"gene-NXNL2","gene-NXNL2","NXNL2",426175,"ENSGALG00010009057","protein_coding","NC_052572.1","43880358","43901955","+",6457
"gene-S1PR3","gene-S1PR3","S1PR3",431264,"ENSGALG00010009116","protein_coding","NC_052572.1","44047829","44059930","+",6466
"gene-SHC3","gene-SHC3","SHC3",431265,"ENSGALG00010009132","protein_coding","NC_052572.1","44064718","44168680","-",3929
"gene-CKS2","gene-CKS2","CKS2",768830,"ENSGALG00010009139","protein_coding","NC_052572.1","44165276","44168184","+",546
"gene-SECISBP2","gene-SECISBP2","SECISBP2",426815,"ENSGALG00010009153","protein_coding","NC_052572.1","44168664","44199161","+",4537
"gene-SEMA4D","gene-SEMA4D","SEMA4D",396331,"ENSGALG00010009199","protein_coding","NC_052572.1","44198741","44299430","-",6666
"gene-GADD45G","gene-GADD45G","GADD45G",429929,"ENSGALG00010009220","protein_coding","NC_052572.1","44331080","44332613","+",1118
"gene-DIRAS2","gene-DIRAS2","DIRAS2",425241,"ENSGALG00010009307","protein_coding","NC_052572.1","44590245","44660558","-",8274
"gene-SYK","gene-SYK","SYK",427272,"ENSGALG00010009340","protein_coding","NC_052572.1","44660428","44712213","+",4564
"gene-AUH","gene-AUH","AUH",427269,"ENSGALG00010009396","protein_coding","NC_052572.1","44819604","44931673","-",10858
"gene-NFIL3","gene-NFIL3","NFIL3",395326,"ENSGALG00010009444","protein_coding","NC_052572.1","44957223","44972682","-",5910
"gene-LOC124417514","gene-LOC124417514","LOC124417514",124417514,"","protein_coding","NC_052572.1","44962677","44972303","-",1349
"gene-ROR2","gene-ROR2","ROR2",769516,"ENSGALG00010009451","protein_coding","NC_052572.1","45080996","45235064","-",4617
"gene-SPTLC1","gene-SPTLC1","SPTLC1",426145,"ENSGALG00010009464","protein_coding","NC_052572.1","45265606","45299233","-",3513
"gene-CDC42SE2","gene-CDC42SE2","CDC42SE2",768825,"ENSGALG00010009492","protein_coding","NC_052572.1","45374145","45464711","-",4012
"gene-LOC101749463","gene-LOC101749463","LOC101749463",101749463,"","protein_coding","NC_052572.1","45464101","45497878","+",6262
"gene-LYRM7","gene-LYRM7","LYRM7",768932,"","protein_coding","NC_052572.1","45497975","45511976","-",1481
"gene-HINT2","gene-HINT2","HINT2",395424,"ENSGALG00010009603","protein_coding","NC_052572.1","45514085","45518133","+",602
"gene-CHSY3","gene-CHSY3","CHSY3",415598,"ENSGALG00010009606","protein_coding","NC_052572.1","45805172","45956742","-",6796
"gene-ADAMTS19","gene-ADAMTS19","ADAMTS19",415600,"ENSGALG00010009683","protein_coding","NC_052572.1","45994821","46156526","-",4901
"gene-ISOC1","gene-ISOC1","ISOC1",415601,"ENSGALG00010009724","protein_coding","NC_052572.1","46270844","46291349","-",2269
"gene-SLC27A6","gene-SLC27A6","SLC27A6",769933,"ENSGALG00010009644","protein_coding","NC_052572.1","46305382","46345811","-",3361
"gene-YTHDC2","gene-YTHDC2","YTHDC2",415602,"ENSGALG00010008243","protein_coding","NC_052572.1","46370811","46409153","-",7878
"gene-MCC","gene-MCC","MCC",415603,"ENSGALG00010008259","protein_coding","NC_052572.1","46420614","46619855","+",9584
"gene-DCP2","gene-DCP2","DCP2",769972,"ENSGALG00010008272","protein_coding","NC_052572.1","46620534","46650471","-",6537
"gene-REEP5","gene-REEP5","REEP5",770021,"ENSGALG00010008292","protein_coding","NC_052572.1","46658186","46678718","+",1993
"gene-SRP19","gene-SRP19","SRP19",770061,"ENSGALG00010008311","protein_coding","NC_052572.1","46680306","46686603","-",980
"gene-APC","gene-APC","APC",415607,"ENSGALG00010008333","protein_coding","NC_052572.1","46692041","46785098","-",17079
"gene-EPB41L4A","gene-EPB41L4A","EPB41L4A",415608,"ENSGALG00010010011","protein_coding","NC_052572.1","46857987","46985272","+",5483
"gene-NREP","gene-NREP","NREP",396353,"ENSGALG00010008177","protein_coding","NC_052572.1","47111771","47133551","+",2485
"gene-STARD4","gene-STARD4","STARD4",769322,"ENSGALG00010008197","protein_coding","NC_052572.1","47183903","47192334","+",4723
"gene-CAMK4","gene-CAMK4","CAMK4",723973,"ENSGALG00010008207","protein_coding","NC_052572.1","47197813","47370710","-",10251
"gene-WDR36","gene-WDR36","WDR36",415609,"ENSGALG00010010302","protein_coding","NC_052572.1","47399731","47429678","-",3408
"gene-SLC25A46","gene-SLC25A46","SLC25A46",415610,"ENSGALG00010009617","protein_coding","NC_052572.1","47495513","47510503","-",2981
"gene-MAN2A1","gene-MAN2A1","MAN2A1",415611,"ENSGALG00010009762","protein_coding","NC_052572.1","47825481","47945213","-",6731
"gene-PJA2","gene-PJA2","PJA2",415612,"","protein_coding","NC_052572.1","48037836","48075845","+",7269
