pathway,gene,group,sample,norm_expr
Sterol / FA Metabolism,SREBF2,Free,Free_2,3822.90754864391
Sterol / FA Metabolism,SREBF2,Free,Free_3,6474.51432752533
Sterol / FA Metabolism,SREBF2,Free,Free_4,3801.40208770019
Sterol / FA Metabolism,SREBF2,Pygo,Pygo_1,8100.0308082114
Sterol / FA Metabolism,SREBF2,Pygo,Pygo_2,7705.46520484925
Sterol / FA Metabolism,SREBF2,Pygo,Pygo_3,6575.25670789056
Sterol / FA Metabolism,SREBF2,Pygo,Pygo_4,7101.5729250047
Sterol / FA Metabolism,HMGCS1,Sacral,Sacral_1,6240.18454901201
Sterol / FA Metabolism,HMGCS1,Sacral,Sacral_2,6829.94817640816
Sterol / FA Metabolism,HMGCS1,Sacral,Sacral_3,9337.96971256028
Sterol / FA Metabolism,HMGCS1,Sacral,Sacral_4,9942.25797311694
Sterol / FA Metabolism,HMGCS1,Free,Free_1,2768.33544563745
Sterol / FA Metabolism,HMGCS1,Free,Free_2,2728.33620283121
Sterol / FA Metabolism,HMGCS1,Free,Free_3,4865.66175951213
Sterol / FA Metabolism,HMGCS1,Free,Free_4,3756.56248247175
Sterol / FA Metabolism,HMGCS1,Pygo,Pygo_1,4253.92475866816
Sterol / FA Metabolism,HMGCS1,Pygo,Pygo_2,4804.68485566114
Sterol / FA Metabolism,HMGCS1,Pygo,Pygo_3,6990.67770977034
Sterol / FA Metabolism,HMGCS1,Pygo,Pygo_4,8708.76534232046
Sterol / FA Metabolism,ACACA,Sacral,Sacral_1,7035.21925061671
Sterol / FA Metabolism,ACACA,Sacral,Sacral_2,5710.34633934379
Sterol / FA Metabolism,ACACA,Sacral,Sacral_3,5798.51511422606
Sterol / FA Metabolism,ACACA,Sacral,Sacral_4,6012.59661441197
Sterol / FA Metabolism,ACACA,Free,Free_1,4318.430341789
Sterol / FA Metabolism,ACACA,Free,Free_2,5194.31600526528
Sterol / FA Metabolism,ACACA,Free,Free_3,5586.29363893471
Sterol / FA Metabolism,ACACA,Free,Free_4,5784.3090744691
Sterol / FA Metabolism,ACACA,Pygo,Pygo_1,7042.92178587444
Sterol / FA Metabolism,ACACA,Pygo,Pygo_2,6373.15989402745
Sterol / FA Metabolism,ACACA,Pygo,Pygo_3,5759.55150177036
Sterol / FA Metabolism,ACACA,Pygo,Pygo_4,6353.41570461994
Sterol / FA Metabolism,HMGCR,Sacral,Sacral_1,7956.86369392894
Sterol / FA Metabolism,HMGCR,Sacral,Sacral_2,5967.44009452153
Sterol / FA Metabolism,HMGCR,Sacral,Sacral_3,9402.54610976172
Sterol / FA Metabolism,HMGCR,Sacral,Sacral_4,9336.22640960081
Sterol / FA Metabolism,HMGCR,Free,Free_1,2153.2698975829
Sterol / FA Metabolism,HMGCR,Free,Free_2,2331.39437625633
Sterol / FA Metabolism,HMGCR,Free,Free_3,4418.75826839736
Sterol / FA Metabolism,HMGCR,Free,Free_4,4408.23141179178
Sterol / FA Metabolism,HMGCR,Pygo,Pygo_1,3926.59658423895
Sterol / FA Metabolism,HMGCR,Pygo,Pygo_2,3790.69526457326
Sterol / FA Metabolism,HMGCR,Pygo,Pygo_3,6042.10505770478
Sterol / FA Metabolism,HMGCR,Pygo,Pygo_4,7086.50213207609
Sterol / FA Metabolism,FDFT1,Sacral,Sacral_1,2670.90697763919
Sterol / FA Metabolism,FDFT1,Sacral,Sacral_2,3235.15924770586
Sterol / FA Metabolism,FDFT1,Sacral,Sacral_3,3256.65451403825
Sterol / FA Metabolism,FDFT1,Sacral,Sacral_4,3838.9952192813
Sterol / FA Metabolism,FDFT1,Free,Free_1,1429.0275123517
Sterol / FA Metabolism,FDFT1,Free,Free_2,1261.5254187927
Sterol / FA Metabolism,FDFT1,Free,Free_3,2586.45395482677
Sterol / FA Metabolism,FDFT1,Free,Free_4,2172.22976440011
Sterol / FA Metabolism,FDFT1,Pygo,Pygo_1,3607.31746327931
Sterol / FA Metabolism,FDFT1,Pygo,Pygo_2,2804.94335830048
Sterol / FA Metabolism,FDFT1,Pygo,Pygo_3,3172.84097184692
Sterol / FA Metabolism,FDFT1,Pygo,Pygo_4,3316.65092950424
Sterol / FA Metabolism,SREBF1,Sacral,Sacral_1,4003.10212751778
Sterol / FA Metabolism,SREBF1,Sacral,Sacral_2,2962.98667990772
Sterol / FA Metabolism,SREBF1,Sacral,Sacral_3,2319.18336845869
Sterol / FA Metabolism,SREBF1,Sacral,Sacral_4,2910.86026570738
Sterol / FA Metabolism,SREBF1,Free,Free_1,1411.73217180887
Sterol / FA Metabolism,SREBF1,Free,Free_2,1761.53583123788
Sterol / FA Metabolism,SREBF1,Free,Free_3,3187.53915037615
Sterol / FA Metabolism,SREBF1,Free,Free_4,1423.90657492099
Sterol / FA Metabolism,SREBF1,Pygo,Pygo_1,2479.1084686278
Sterol / FA Metabolism,SREBF1,Pygo,Pygo_2,2490.05038824112
Sterol / FA Metabolism,SREBF1,Pygo,Pygo_3,1840.80277958466
Sterol / FA Metabolism,SREBF1,Pygo,Pygo_4,2114.21695084269
Sterol / FA Metabolism,CPT1A,Sacral,Sacral_1,3430.56542788442
Sterol / FA Metabolism,CPT1A,Sacral,Sacral_2,1777.03806731361
Sterol / FA Metabolism,CPT1A,Sacral,Sacral_3,1839.31393408246
Sterol / FA Metabolism,CPT1A,Sacral,Sacral_4,1758.44591461176
Sterol / FA Metabolism,CPT1A,Free,Free_1,1926.2685529582
Sterol / FA Metabolism,CPT1A,Free,Free_2,3736.02328617473
Sterol / FA Metabolism,CPT1A,Free,Free_3,2292.61490941881
Sterol / FA Metabolism,CPT1A,Free,Free_4,1608.24717419347
Sterol / FA Metabolism,CPT1A,Pygo,Pygo_1,1743.96158507367
Sterol / FA Metabolism,CPT1A,Pygo,Pygo_2,1815.76870235315
Sterol / FA Metabolism,CPT1A,Pygo,Pygo_3,1718.02653206554
Sterol / FA Metabolism,CPT1A,Pygo,Pygo_4,1222.8871976361
Sterol / FA Metabolism,SCAP,Sacral,Sacral_1,1256.78787724395
Sterol / FA Metabolism,SCAP,Sacral,Sacral_2,1788.34717677891
Sterol / FA Metabolism,SCAP,Sacral,Sacral_3,1495.27761106098
Sterol / FA Metabolism,SCAP,Sacral,Sacral_4,1660.62192207569
Sterol / FA Metabolism,SCAP,Free,Free_1,1607.38571169969
Sterol / FA Metabolism,SCAP,Free,Free_2,1714.68647402411
Sterol / FA Metabolism,SCAP,Free,Free_3,2175.30274300118
Sterol / FA Metabolism,SCAP,Free,Free_4,1994.86421482982
Sterol / FA Metabolism,SCAP,Pygo,Pygo_1,3212.91384327034
Sterol / FA Metabolism,SCAP,Pygo,Pygo_2,2914.47134788635
Sterol / FA Metabolism,SCAP,Pygo,Pygo_3,2430.29695431689
Sterol / FA Metabolism,SCAP,Pygo,Pygo_4,1856.93698584707
Sterol / FA Metabolism,ACOX1,Sacral,Sacral_1,3840.18518046763
Sterol / FA Metabolism,ACOX1,Sacral,Sacral_2,1339.75250132214
Sterol / FA Metabolism,ACOX1,Sacral,Sacral_3,1285.96101323562
Sterol / FA Metabolism,ACOX1,Sacral,Sacral_4,1152.41435109563
Sterol / FA Metabolism,ACOX1,Free,Free_1,1288.50287044117
Sterol / FA Metabolism,ACOX1,Free,Free_2,1230.00857848525
Sterol / FA Metabolism,ACOX1,Free,Free_3,1074.80289613104
Sterol / FA Metabolism,ACOX1,Free,Free_4,865.902598744814
Sterol / FA Metabolism,ACOX1,Pygo,Pygo_1,1843.23324453171
Sterol / FA Metabolism,ACOX1,Pygo,Pygo_2,1992.89599801154
Sterol / FA Metabolism,ACOX1,Pygo,Pygo_3,1496.86109989068
Sterol / FA Metabolism,ACOX1,Pygo,Pygo_4,1146.45674778384
Sterol / FA Metabolism,SQLE,Sacral,Sacral_1,1570.51936956337
Sterol / FA Metabolism,SQLE,Sacral,Sacral_2,2278.40858694177
Sterol / FA Metabolism,SQLE,Sacral,Sacral_3,2231.2258619257
Sterol / FA Metabolism,SQLE,Sacral,Sacral_4,2500.47668726339
Sterol / FA Metabolism,SQLE,Free,Free_1,562.098567642123
Sterol / FA Metabolism,SQLE,Free,Free_2,515.342929351508
Sterol / FA Metabolism,SQLE,Free,Free_3,1170.88714672072
Sterol / FA Metabolism,SQLE,Free,Free_4,661.633286037464
Sterol / FA Metabolism,SQLE,Pygo,Pygo_1,1472.97678493145
Sterol / FA Metabolism,SQLE,Pygo,Pygo_2,1297.22212665758
Sterol / FA Metabolism,SQLE,Pygo,Pygo_3,1238.69460681964
Sterol / FA Metabolism,SQLE,Pygo,Pygo_4,2168.04121130203
Sterol / FA Metabolism,DHCR7,Sacral,Sacral_1,1493.25018896245
Sterol / FA Metabolism,DHCR7,Sacral,Sacral_2,1971.55475011672
Sterol / FA Metabolism,DHCR7,Sacral,Sacral_3,1891.6430835388
Sterol / FA Metabolism,DHCR7,Sacral,Sacral_4,1936.1992669029
Sterol / FA Metabolism,DHCR7,Free,Free_1,585.87966088852
Sterol / FA Metabolism,DHCR7,Free,Free_2,675.482550373133
Sterol / FA Metabolism,DHCR7,Free,Free_3,1349.64854316663
Sterol / FA Metabolism,DHCR7,Free,Free_4,883.838440836191
Sterol / FA Metabolism,DHCR7,Pygo,Pygo_1,1293.21459077771
Sterol / FA Metabolism,DHCR7,Pygo,Pygo_2,1488.0404210142
Sterol / FA Metabolism,DHCR7,Pygo,Pygo_3,1448.92790736609
Sterol / FA Metabolism,DHCR7,Pygo,Pygo_4,1826.79539998984
Sterol / FA Metabolism,MVD,Sacral,Sacral_1,539.953310223328
Sterol / FA Metabolism,MVD,Sacral,Sacral_2,550.376660644437
Sterol / FA Metabolism,MVD,Sacral,Sacral_3,597.888367192664
Sterol / FA Metabolism,MVD,Sacral,Sacral_4,716.978286758253
Sterol / FA Metabolism,MVD,Free,Free_1,221.596550705068
Sterol / FA Metabolism,MVD,Free,Free_2,185.693815865502
Sterol / FA Metabolism,MVD,Free,Free_3,366.460862714117
Sterol / FA Metabolism,MVD,Free,Free_4,219.215847783497
Sterol / FA Metabolism,MVD,Pygo,Pygo_1,524.529984433696
Sterol / FA Metabolism,MVD,Pygo,Pygo_2,787.232425148397
Sterol / FA Metabolism,MVD,Pygo,Pygo_3,539.879115803267
Sterol / FA Metabolism,MVD,Pygo,Pygo_4,604.984687562929
Sterol / FA Metabolism,MVK,Sacral,Sacral_1,355.624421560882
Sterol / FA Metabolism,MVK,Sacral,Sacral_2,416.175228322917
Sterol / FA Metabolism,MVK,Sacral,Sacral_3,426.426898761248
Sterol / FA Metabolism,MVK,Sacral,Sacral_4,470.032354380619
Sterol / FA Metabolism,MVK,Free,Free_1,297.263665579969
Sterol / FA Metabolism,MVK,Free,Free_2,293.873240704579
Sterol / FA Metabolism,MVK,Free,Free_3,517.290790965354
Sterol / FA Metabolism,MVK,Free,Free_4,410.531496758186
Sterol / FA Metabolism,MVK,Pygo,Pygo_1,482.943208174247
Sterol / FA Metabolism,MVK,Pygo,Pygo_2,476.617892182236
Sterol / FA Metabolism,MVK,Pygo,Pygo_3,486.900324065563
Sterol / FA Metabolism,MVK,Pygo,Pygo_4,518.865870827993
Fracture Healing,COL10A1,Sacral,Sacral_1,580026.224427747
Fracture Healing,COL10A1,Sacral,Sacral_2,449362.187019145
Fracture Healing,COL10A1,Sacral,Sacral_3,566094.512046381
Fracture Healing,COL10A1,Sacral,Sacral_4,519317.751986016
Fracture Healing,COL10A1,Free,Free_1,15678.2262020795
Fracture Healing,COL10A1,Free,Free_2,43753.0406051904
Fracture Healing,COL10A1,Free,Free_3,581927.560144012
Fracture Healing,COL10A1,Free,Free_4,21868.7736877473
Fracture Healing,COL10A1,Pygo,Pygo_1,565945.047552461
Fracture Healing,COL10A1,Pygo,Pygo_2,392214.596582467
Fracture Healing,COL10A1,Pygo,Pygo_3,314737.751448474
Fracture Healing,COL10A1,Pygo,Pygo_4,281737.708948345
Fracture Healing,SPP1,Sacral,Sacral_1,19825.5960250276
Fracture Healing,SPP1,Sacral,Sacral_2,34933.0851976703
Fracture Healing,SPP1,Sacral,Sacral_3,40228.8686841812
Fracture Healing,SPP1,Sacral,Sacral_4,38919.6333231302
Fracture Healing,SPP1,Free,Free_1,5054.5632736434
Fracture Healing,SPP1,Free,Free_2,6198.59586262962
Fracture Healing,SPP1,Free,Free_3,39556.5452572967
Fracture Healing,SPP1,Free,Free_4,4443.10666030279
Fracture Healing,SPP1,Pygo,Pygo_1,56625.0911584305
Fracture Healing,SPP1,Pygo,Pygo_2,52785.6454810373
Fracture Healing,SPP1,Pygo,Pygo_3,73447.1058789055
Fracture Healing,SPP1,Pygo,Pygo_4,61892.5171021897
Fracture Healing,MMP9,Sacral,Sacral_1,20518.2257884865
Fracture Healing,MMP9,Sacral,Sacral_2,29238.571611578
Fracture Healing,MMP9,Sacral,Sacral_3,34820.0387254811
Fracture Healing,MMP9,Sacral,Sacral_4,34661.9036967738
Fracture Healing,MMP9,Free,Free_1,6454.40489882907
Fracture Healing,MMP9,Free,Free_2,5189.2051662965
Fracture Healing,MMP9,Free,Free_3,64152.9961495262
Fracture Healing,MMP9,Free,Free_4,4788.86983839767
Fracture Healing,MMP9,Pygo,Pygo_1,55525.0538509225
Fracture Healing,MMP9,Pygo,Pygo_2,57414.0587284587
Fracture Healing,MMP9,Pygo,Pygo_3,36681.5062793434
Fracture Healing,MMP9,Pygo,Pygo_4,26635.4735309067
Fracture Healing,POSTN,Sacral,Sacral_1,2879.44066986337
Fracture Healing,POSTN,Sacral,Sacral_2,4553.04747072843
Fracture Healing,POSTN,Sacral,Sacral_3,5436.66461266625
Fracture Healing,POSTN,Sacral,Sacral_4,2414.58244991465
Fracture Healing,POSTN,Free,Free_1,45173.267580316
Fracture Healing,POSTN,Free,Free_2,94237.0561322579
Fracture Healing,POSTN,Free,Free_3,46608.6823470879
Fracture Healing,POSTN,Free,Free_4,117409.018765826
Fracture Healing,POSTN,Pygo,Pygo_1,5940.20146054324
Fracture Healing,POSTN,Pygo,Pygo_2,5869.16000444875
Fracture Healing,POSTN,Pygo,Pygo_3,5933.62467462282
Fracture Healing,POSTN,Pygo,Pygo_4,7392.22393148511
Fracture Healing,MMP13,Sacral,Sacral_1,19074.3161606306
Fracture Healing,MMP13,Sacral,Sacral_2,33729.7959505628
Fracture Healing,MMP13,Sacral,Sacral_3,41890.0408328804
Fracture Healing,MMP13,Sacral,Sacral_4,34463.8697606642
Fracture Healing,MMP13,Free,Free_1,5464.24665275179
Fracture Healing,MMP13,Free,Free_2,3660.2125081379
Fracture Healing,MMP13,Free,Free_3,32199.3965348197
Fracture Healing,MMP13,Free,Free_4,3048.09671986235
Fracture Healing,MMP13,Pygo,Pygo_1,24860.843149681
Fracture Healing,MMP13,Pygo,Pygo_2,22709.0884032753
Fracture Healing,MMP13,Pygo,Pygo_3,19016.8634342291
Fracture Healing,MMP13,Pygo,Pygo_4,26982.1017682648
Fracture Healing,ALPL,Sacral,Sacral_1,16287.0399350985
Fracture Healing,ALPL,Sacral,Sacral_2,9621.79033307439
Fracture Healing,ALPL,Sacral,Sacral_3,10576.0551209741
Fracture Healing,ALPL,Sacral,Sacral_4,11965.5444528873
Fracture Healing,ALPL,Free,Free_1,1105.82083595748
Fracture Healing,ALPL,Free,Free_2,2414.01960625153
Fracture Healing,ALPL,Free,Free_3,9454.2433545331
Fracture Healing,ALPL,Free,Free_4,2378.49194845094
Fracture Healing,ALPL,Pygo,Pygo_1,18766.3681643043
Fracture Healing,ALPL,Pygo,Pygo_2,19940.9396039763
Fracture Healing,ALPL,Pygo,Pygo_3,17858.0574816171
Fracture Healing,ALPL,Pygo,Pygo_4,25811.9623458789
Fracture Healing,RUNX2,Sacral,Sacral_1,10639.873073349
Fracture Healing,RUNX2,Sacral,Sacral_2,13487.9978889438
Fracture Healing,RUNX2,Sacral,Sacral_3,13586.6512939517
Fracture Healing,RUNX2,Sacral,Sacral_4,16453.5183543591
Fracture Healing,RUNX2,Free,Free_1,1290.66478800903
Fracture Healing,RUNX2,Free,Free_2,2349.28231264704
Fracture Healing,RUNX2,Free,Free_3,6187.37883448409
Fracture Healing,RUNX2,Free,Free_4,1638.14024434577
Fracture Healing,RUNX2,Pygo,Pygo_1,7186.46323941512
Fracture Healing,RUNX2,Pygo,Pygo_2,7725.14601547796
Fracture Healing,RUNX2,Pygo,Pygo_3,9457.9757249834
Fracture Healing,RUNX2,Pygo,Pygo_4,10159.8674043041
Fracture Healing,SOX9,Sacral,Sacral_1,11341.8123766393
Fracture Healing,SOX9,Sacral,Sacral_2,9314.18255561832
Fracture Healing,SOX9,Sacral,Sacral_3,9510.54456715034
Fracture Healing,SOX9,Sacral,Sacral_4,14617.5290310297
Fracture Healing,SOX9,Free,Free_1,3632.02151399525
Fracture Healing,SOX9,Free,Free_2,8665.42747155849
Fracture Healing,SOX9,Free,Free_3,7753.77557084138
Fracture Healing,SOX9,Free,Free_4,10064.000284606
Fracture Healing,SOX9,Pygo,Pygo_1,2279.22364080013
Fracture Healing,SOX9,Pygo,Pygo_2,3504.89566674764
Fracture Healing,SOX9,Pygo,Pygo_3,5567.81873167201
Fracture Healing,SOX9,Pygo,Pygo_4,11916.6912656968
Fracture Healing,IBSP,Sacral,Sacral_1,2917.60978317226
Fracture Healing,IBSP,Sacral,Sacral_2,3594.03498807128
Fracture Healing,IBSP,Sacral,Sacral_3,3784.39955323625
Fracture Healing,IBSP,Sacral,Sacral_4,3518.08480474224
Fracture Healing,IBSP,Free,Free_1,722.080467663342
Fracture Healing,IBSP,Free,Free_2,539.193511205792
Fracture Healing,IBSP,Free,Free_3,5057.83026069149
Fracture Healing,IBSP,Free,Free_4,684.551306487557
Fracture Healing,IBSP,Pygo,Pygo_1,7022.79915220051
Fracture Healing,IBSP,Pygo,Pygo_2,8011.80130072221
Fracture Healing,IBSP,Pygo,Pygo_3,10018.8781708413
Fracture Healing,IBSP,Pygo,Pygo_4,9097.37650283686
Fracture Healing,VEGFA,Sacral,Sacral_1,1714.81723695064
Fracture Healing,VEGFA,Sacral,Sacral_2,1638.31299120598
Fracture Healing,VEGFA,Sacral,Sacral_3,1269.26022085593
Fracture Healing,VEGFA,Sacral,Sacral_4,1543.7103212399
Fracture Healing,VEGFA,Free,Free_1,2100.30291717047
Fracture Healing,VEGFA,Free,Free_2,1770.90570268064
Fracture Healing,VEGFA,Free,Free_3,2718.29048470563
Fracture Healing,VEGFA,Free,Free_4,3654.92604395394
Fracture Healing,VEGFA,Pygo,Pygo_1,1216.74858281678
Fracture Healing,VEGFA,Pygo,Pygo_2,869.378417337795
Fracture Healing,VEGFA,Pygo,Pygo_3,1185.71581508194
Fracture Healing,VEGFA,Pygo,Pygo_4,1729.91173116304
Fracture Healing,BMP2,Sacral,Sacral_1,1613.34325278798
Fracture Healing,BMP2,Sacral,Sacral_2,2225.63274277038
Fracture Healing,BMP2,Sacral,Sacral_3,1678.9863272375
Fracture Healing,BMP2,Sacral,Sacral_4,1864.62073577895
Fracture Healing,BMP2,Free,Free_1,824.771552136422
Fracture Healing,BMP2,Free,Free_2,1423.36865280392
Fracture Healing,BMP2,Free,Free_3,1379.81452881687
Fracture Healing,BMP2,Free,Free_4,750.316060822606
Fracture Healing,BMP2,Pygo,Pygo_1,916.250586619474
Fracture Healing,BMP2,Pygo,Pygo_2,841.140732522689
Fracture Healing,BMP2,Pygo,Pygo_3,1152.9194201967
Fracture Healing,BMP2,Pygo,Pygo_4,1554.4446420656
Fracture Healing,TGFB1,Sacral,Sacral_1,868.580066273043
Fracture Healing,TGFB1,Sacral,Sacral_2,1119.60183706437
Fracture Healing,TGFB1,Sacral,Sacral_3,970.872730338925
Fracture Healing,TGFB1,Sacral,Sacral_4,994.941582622934
Fracture Healing,TGFB1,Free,Free_1,754.509231181157
Fracture Healing,TGFB1,Free,Free_2,948.060628707815
Fracture Healing,TGFB1,Free,Free_3,1576.45206490738
Fracture Healing,TGFB1,Free,Free_4,826.045171875087
Fracture Healing,TGFB1,Pygo,Pygo_1,1646.03143452723
Fracture Healing,TGFB1,Pygo,Pygo_2,1400.76030431296
Fracture Healing,TGFB1,Pygo,Pygo_3,1076.39449879779
Fracture Healing,TGFB1,Pygo,Pygo_4,749.233705593948
Fracture Healing,ANGPT2,Sacral,Sacral_1,515.748506661593
Fracture Healing,ANGPT2,Sacral,Sacral_2,738.107877768362
Fracture Healing,ANGPT2,Sacral,Sacral_3,688.072646042954
Fracture Healing,ANGPT2,Sacral,Sacral_4,637.048927003173
Fracture Healing,ANGPT2,Free,Free_1,964.215235263026
Fracture Healing,ANGPT2,Free,Free_2,824.548686962412
Fracture Healing,ANGPT2,Free,Free_3,698.286704866839
Fracture Healing,ANGPT2,Free,Free_4,622.77229483948
Fracture Healing,ANGPT2,Pygo,Pygo_1,505.748859671364
Fracture Healing,ANGPT2,Pygo,Pygo_2,486.030453787271
Fracture Healing,ANGPT2,Pygo,Pygo_3,607.994705180314
Fracture Healing,ANGPT2,Pygo,Pygo_4,547.930971476034
Fracture Healing,IL6,Sacral,Sacral_1,11.171447797724
Fracture Healing,IL6,Sacral,Sacral_2,0.0
Fracture Healing,IL6,Sacral,Sacral_3,14.4740200623922
Fracture Healing,IL6,Sacral,Sacral_4,2.38595103746507
Fracture Healing,IL6,Free,Free_1,27.023969598179
Fracture Healing,IL6,Free,Free_2,6.81445195836705
Fracture Healing,IL6,Free,Free_3,2.23451745557388
Fracture Healing,IL6,Free,Free_4,10.9607923891749
Fracture Healing,IL6,Pygo,Pygo_1,0.0
Fracture Healing,IL6,Pygo,Pygo_2,3.42274967455825
Fracture Healing,IL6,Pygo,Pygo_3,5.04559921311464
Fracture Healing,IL6,Pygo,Pygo_4,0.0
